,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,MRG,REGULARITY,CHURN
299,K > 24 month,200.0,1.0,200.0,67.0,1.0,1032.0,8.0,NO,10,1
300,K > 24 month,4600.0,7.0,4321.0,1440.0,14.0,4956.0,0.0,NO,44,1
301,K > 24 month,2200.0,8.0,2197.0,732.0,9.0,531.0,5.0,NO,23,1
302,K > 24 month,2000.0,6.0,2792.0,931.0,8.0,324.0,25.0,NO,10,1
303,K > 24 month,18150.0,58.0,18949.0,6316.0,65.0,13115.0,2119.0,NO,56,1
304,K > 24 month,2600.0,12.0,2583.0,861.0,13.0,2555.0,2.0,NO,28,1
305,K > 24 month,6000.0,5.0,5999.0,2000.0,3.0,21.0,2.0,NO,7,1
306,K > 24 month,500.0,1.0,490.0,163.0,1.0,145.0,1.0,NO,9,1
307,K > 24 month,4950.0,13.0,5051.0,1684.0,22.0,0.0,3.0,NO,15,1
308,K > 24 month,106900.0,47.0,108216.0,36072.0,43.0,472.0,78.0,NO,19,1
309,K > 24 month,6000.0,10.0,6500.0,2167.0,10.0,372.0,25.0,NO,2,1
310,K > 24 month,3840.0,2.0,990.0,330.0,1.0,1701.0,1.0,NO,37,1
311,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,2.0,NO,1,1
312,K > 24 month,100.0,1.0,100.0,33.0,1.0,396.0,8.0,NO,6,1
313,K > 24 month,4000.0,11.0,3747.0,1249.0,13.0,588.0,135.0,NO,23,1
314,E 6-9 month,3800.0,10.0,4488.0,1496.0,14.0,8030.0,10.0,NO,25,1
315,K > 24 month,15950.0,44.0,16249.0,5416.0,60.0,78996.0,2089.0,NO,60,1
316,K > 24 month,1600.0,7.0,1600.0,533.0,7.0,2781.0,6.0,NO,3,1
317,K > 24 month,3700.0,9.0,3705.0,1235.0,9.0,0.0,0.0,NO,17,1
318,K > 24 month,4600.0,7.0,4596.0,1532.0,9.0,9002.0,6.0,NO,32,1
319,K > 24 month,4300.0,10.0,4290.0,1430.0,14.0,10963.0,2.0,NO,44,1
320,K > 24 month,500.0,1.0,500.0,167.0,1.0,4.0,0.0,NO,5,1
321,K > 24 month,500.0,1.0,500.0,167.0,1.0,1.0,1.0,NO,9,1
322,K > 24 month,7600.0,15.0,7610.0,2537.0,16.0,0.0,5803.0,NO,48,1
323,K > 24 month,1000.0,1.0,1004.0,335.0,4.0,0.0,0.0,NO,4,1
324,K > 24 month,5000.0,10.0,5000.0,1667.0,10.0,24.0,36.0,NO,31,1
325,K > 24 month,1500.0,2.0,1490.0,497.0,2.0,2045.0,10.0,NO,14,1
326,K > 24 month,3900.0,15.0,3901.0,1300.0,18.0,652.0,3.0,NO,31,1
327,K > 24 month,1500.0,2.0,1498.0,499.0,3.0,2057.0,20.0,NO,18,1
328,K > 24 month,3000.0,4.0,2989.0,996.0,5.0,6513.0,27.0,NO,22,1
329,D 3-6 month,200.0,1.0,200.0,67.0,1.0,943.0,2.0,NO,12,1
330,K > 24 month,12300.0,23.0,12815.0,4272.0,24.0,10094.0,2347.0,NO,35,1
331,K > 24 month,16000.0,4.0,4080.0,1360.0,8.0,0.0,31.0,NO,19,1
332,K > 24 month,1100.0,3.0,1096.0,365.0,2.0,19.0,3.0,NO,3,1
333,I 18-21 month,3000.0,3.0,2970.0,990.0,3.0,9278.0,3.0,NO,3,1
334,K > 24 month,500.0,1.0,503.0,168.0,2.0,373.0,2.0,NO,13,1
335,K > 24 month,1700.0,7.0,1700.0,567.0,7.0,1737.0,92.0,NO,14,1
336,K > 24 month,500.0,1.0,496.0,165.0,2.0,0.0,8.0,NO,10,1
337,K > 24 month,500.0,1.0,491.0,164.0,1.0,11.0,0.0,NO,4,1
338,K > 24 month,3500.0,3.0,3198.0,1066.0,4.0,650.0,0.0,NO,22,1
339,K > 24 month,100.0,1.0,82.0,27.0,1.0,948.0,0.0,NO,9,1
340,K > 24 month,500.0,1.0,496.0,165.0,1.0,3.0,0.0,NO,1,1
341,K > 24 month,1200.0,7.0,1236.0,412.0,9.0,1.0,6.0,NO,62,1
342,K > 24 month,4500.0,9.0,4512.0,1504.0,15.0,9868.0,0.0,NO,34,1
343,K > 24 month,1500.0,3.0,1700.0,567.0,5.0,49.0,0.0,NO,3,1
344,K > 24 month,1500.0,1.0,1500.0,500.0,1.0,1023.0,6.0,NO,19,1
345,K > 24 month,1000.0,1.0,1020.0,340.0,3.0,2150.0,0.0,NO,24,1
346,K > 24 month,2300.0,6.0,2277.0,759.0,7.0,100.0,1.0,NO,21,1
347,K > 24 month,1200.0,5.0,1200.0,400.0,5.0,130.0,29.0,NO,15,1
348,K > 24 month,2800.0,6.0,2799.0,933.0,7.0,2460.0,77.0,NO,22,1
349,K > 24 month,500.0,1.0,908.0,303.0,7.0,863.0,3.0,NO,10,1
350,K > 24 month,4000.0,13.0,3411.0,1137.0,17.0,4452.0,2.0,NO,5,1
351,K > 24 month,3000.0,4.0,3000.0,1000.0,7.0,47.0,19.0,NO,4,1
352,K > 24 month,500.0,4.0,492.0,164.0,5.0,1898.0,42.0,NO,35,1
353,K > 24 month,12000.0,5.0,11999.0,4000.0,17.0,7675.0,3.0,NO,26,1
354,H 15-18 month,200.0,1.0,198.0,66.0,1.0,0.0,2.0,NO,26,1
355,K > 24 month,250.0,1.0,247.0,82.0,1.0,656.0,8.0,NO,5,1
356,K > 24 month,3500.0,4.0,3488.0,1163.0,4.0,5633.0,38.0,NO,40,1
357,K > 24 month,500.0,1.0,5.0,2.0,1.0,443.0,3.0,NO,6,1
358,K > 24 month,400.0,2.0,400.0,133.0,2.0,216.0,4.0,NO,11,1
359,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,4.0,NO,36,1
360,K > 24 month,1500.0,2.0,1490.0,497.0,3.0,2726.0,0.0,NO,2,1
361,K > 24 month,500.0,1.0,499.0,166.0,1.0,150.0,0.0,NO,4,1
362,K > 24 month,8500.0,15.0,8489.0,2830.0,17.0,1202.0,82.0,NO,46,1
363,K > 24 month,350.0,2.0,350.0,117.0,2.0,53.0,104.0,NO,8,1
364,K > 24 month,2000.0,2.0,2000.0,667.0,2.0,48.0,5.0,NO,12,1
365,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,11.0,3.0,NO,3,1
366,K > 24 month,1500.0,3.0,1470.0,490.0,3.0,3739.0,2.0,NO,17,1
367,K > 24 month,2500.0,3.0,2500.0,833.0,3.0,797.0,171.0,NO,14,1
368,K > 24 month,650.0,2.0,649.0,216.0,2.0,0.0,8.0,NO,20,1
369,K > 24 month,2250.0,10.0,2152.0,717.0,13.0,0.0,6.0,NO,28,1
370,K > 24 month,3400.0,7.0,3400.0,1133.0,8.0,6240.0,8.0,NO,51,1
371,K > 24 month,500.0,1.0,500.0,167.0,1.0,3.0,79.0,NO,5,1
372,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,0.0,NO,38,1
373,K > 24 month,250.0,2.0,252.0,84.0,5.0,184.0,3.0,NO,34,1
374,K > 24 month,1700.0,3.0,1707.0,569.0,3.0,3074.0,8.0,NO,2,1
375,F 9-12 month,400.0,2.0,400.0,133.0,2.0,0.0,42.0,NO,40,1
376,K > 24 month,5000.0,5.0,5001.0,1667.0,6.0,6160.0,2.0,NO,6,1
377,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,3.0,NO,2,1
378,K > 24 month,200.0,2.0,201.0,67.0,2.0,213.0,11.0,NO,20,1
379,K > 24 month,10300.0,17.0,11862.0,3954.0,18.0,659.0,260.0,NO,9,1
380,K > 24 month,3200.0,7.0,3200.0,1067.0,7.0,2.0,28.0,NO,14,1
381,K > 24 month,1400.0,6.0,2001.0,667.0,11.0,3127.0,1.0,NO,12,1
382,K > 24 month,800.0,4.0,800.0,267.0,4.0,314.0,0.0,NO,20,1
383,K > 24 month,2600.0,5.0,2586.0,862.0,6.0,7169.0,11.0,NO,25,1
384,K > 24 month,1600.0,4.0,1603.0,534.0,4.0,522.0,10.0,NO,1,1
385,I 18-21 month,7000.0,14.0,7999.0,2666.0,16.0,21.0,80.0,NO,33,1
386,K > 24 month,6000.0,6.0,5550.0,1850.0,7.0,100.0,68.0,NO,17,1
387,K > 24 month,3800.0,29.0,4000.0,1333.0,31.0,2895.0,2.0,NO,43,1
388,K > 24 month,2000.0,3.0,1997.0,666.0,4.0,0.0,133.0,NO,16,1
389,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,97.0,88.0,NO,16,1
390,K > 24 month,1600.0,4.0,1597.0,532.0,5.0,1274.0,4.0,NO,13,1
391,K > 24 month,8400.0,12.0,8968.0,2989.0,24.0,15735.0,53.0,NO,52,1
392,K > 24 month,500.0,1.0,494.0,165.0,1.0,310.0,20.0,NO,10,1
393,K > 24 month,300.0,1.0,1100.0,367.0,3.0,0.0,0.0,NO,10,1
394,K > 24 month,500.0,1.0,500.0,167.0,1.0,167.0,8.0,NO,10,1
395,K > 24 month,700.0,3.0,700.0,233.0,4.0,0.0,19.0,NO,59,1
396,K > 24 month,2950.0,10.0,2951.0,984.0,9.0,1637.0,129.0,NO,6,1
397,K > 24 month,350.0,3.0,350.0,117.0,5.0,0.0,9.0,NO,25,1
398,K > 24 month,200.0,1.0,199.0,66.0,1.0,0.0,5.0,NO,18,1
399,K > 24 month,750.0,3.0,943.0,314.0,6.0,0.0,9.0,NO,13,1
400,K > 24 month,4700.0,8.0,4701.0,1567.0,13.0,3404.0,4.0,NO,16,1
401,K > 24 month,2000.0,2.0,2000.0,667.0,2.0,0.0,11.0,NO,14,1
402,K > 24 month,6500.0,7.0,7488.0,2496.0,8.0,0.0,135.0,NO,1,1
403,K > 24 month,2100.0,5.0,2090.0,697.0,6.0,4100.0,35.0,NO,23,1
404,F 9-12 month,1000.0,1.0,2655.0,885.0,3.0,518.0,247.0,NO,33,1
405,K > 24 month,8000.0,9.0,8001.0,2667.0,19.0,948.0,1.0,NO,18,1
406,K > 24 month,750.0,2.0,1259.0,420.0,5.0,0.0,2.0,NO,12,1
407,K > 24 month,600.0,2.0,600.0,200.0,3.0,0.0,0.0,NO,14,1
408,K > 24 month,1000.0,2.0,1011.0,337.0,5.0,2370.0,0.0,NO,7,1
409,K > 24 month,1600.0,4.0,1570.0,523.0,4.0,5223.0,8.0,NO,14,1
410,K > 24 month,1000.0,2.0,980.0,327.0,2.0,2029.0,2.0,NO,14,1
411,H 15-18 month,2500.0,5.0,2492.0,831.0,6.0,3826.0,1.0,NO,8,1
412,K > 24 month,1800.0,4.0,1798.0,599.0,7.0,980.0,30.0,NO,1,1
413,K > 24 month,4000.0,4.0,3240.0,1080.0,6.0,666.0,40.0,NO,12,1
414,K > 24 month,100.0,1.0,81.0,27.0,2.0,81.0,4.0,NO,9,1
415,K > 24 month,4000.0,10.0,3949.0,1316.0,13.0,5484.0,13.0,NO,51,1
416,K > 24 month,6000.0,6.0,6480.0,2160.0,12.0,13487.0,2.0,NO,29,1
417,K > 24 month,100.0,1.0,102.0,34.0,2.0,0.0,1.0,NO,9,1
418,K > 24 month,2050.0,5.0,2340.0,780.0,8.0,3551.0,6.0,NO,10,1
419,K > 24 month,300.0,3.0,291.0,97.0,4.0,121.0,7.0,NO,14,1
420,K > 24 month,9350.0,21.0,9836.0,3279.0,26.0,1822.0,378.0,NO,48,1
421,K > 24 month,3500.0,3.0,3132.0,1044.0,6.0,476.0,4.0,NO,1,1
422,K > 24 month,400.0,2.0,400.0,133.0,3.0,0.0,1.0,NO,24,1
423,K > 24 month,250.0,1.0,241.0,80.0,1.0,1286.0,4.0,NO,9,1
424,K > 24 month,3600.0,15.0,3602.0,1201.0,20.0,6.0,102.0,NO,36,1
425,K > 24 month,2500.0,3.0,2490.0,830.0,5.0,4138.0,39.0,NO,47,1
426,K > 24 month,5750.0,9.0,5409.0,1803.0,9.0,7238.0,146.0,NO,5,1
427,K > 24 month,4150.0,10.0,4647.0,1549.0,15.0,13338.0,2.0,NO,26,1
428,K > 24 month,500.0,1.0,492.0,164.0,2.0,693.0,5.0,NO,1,1
429,K > 24 month,1850.0,11.0,2049.0,683.0,22.0,0.0,4.0,NO,26,1
430,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,8.0,NO,59,1
431,K > 24 month,10000.0,15.0,10020.0,3340.0,20.0,24012.0,5.0,NO,54,1
432,K > 24 month,700.0,3.0,700.0,233.0,3.0,0.0,0.0,NO,24,1
433,K > 24 month,2050.0,10.0,2050.0,683.0,14.0,905.0,2.0,NO,12,1
434,K > 24 month,2500.0,5.0,3003.0,1001.0,8.0,0.0,0.0,NO,12,1
435,K > 24 month,500.0,1.0,490.0,163.0,1.0,529.0,0.0,NO,22,1
436,K > 24 month,13800.0,46.0,13550.0,4517.0,44.0,14344.0,3.0,NO,41,1
437,K > 24 month,500.0,1.0,500.0,167.0,1.0,5.0,4.0,NO,5,1
438,K > 24 month,100.0,1.0,141.0,47.0,1.0,21.0,0.0,NO,3,1
439,K > 24 month,500.0,1.0,306.0,102.0,4.0,365.0,1.0,NO,14,1
440,K > 24 month,4750.0,19.0,4750.0,1583.0,19.0,10342.0,230.0,NO,39,1
441,H 15-18 month,500.0,1.0,499.0,166.0,2.0,1530.0,0.0,NO,8,1
442,K > 24 month,2000.0,1.0,1999.0,666.0,2.0,184.0,3.0,NO,12,1
443,K > 24 month,5000.0,1.0,4998.0,1666.0,6.0,0.0,2.0,NO,9,1
444,K > 24 month,19000.0,19.0,19501.0,6500.0,19.0,0.0,161.0,NO,5,1
445,K > 24 month,500.0,1.0,495.0,165.0,4.0,1.0,1.0,NO,18,1
446,K > 24 month,6000.0,7.0,5983.0,1994.0,6.0,1228.0,18.0,NO,9,1
447,K > 24 month,4000.0,8.0,3761.0,1254.0,12.0,206.0,0.0,NO,24,1
448,K > 24 month,2400.0,8.0,2589.0,863.0,13.0,1861.0,9.0,NO,22,1
449,K > 24 month,500.0,1.0,490.0,163.0,1.0,0.0,2.0,NO,1,1
450,K > 24 month,10550.0,22.0,11151.0,3717.0,26.0,18.0,2612.0,NO,40,1
451,K > 24 month,700.0,2.0,700.0,233.0,3.0,5133.0,130.0,NO,6,1
452,K > 24 month,1200.0,7.0,1300.0,433.0,8.0,1062.0,7.0,NO,13,1
453,K > 24 month,3100.0,6.0,3086.0,1029.0,7.0,6585.0,0.0,NO,21,1
454,K > 24 month,2000.0,4.0,2009.0,670.0,7.0,1210.0,0.0,NO,15,1
455,K > 24 month,8000.0,12.0,8488.0,2829.0,22.0,7179.0,3.0,NO,51,1
456,K > 24 month,11650.0,21.0,13651.0,4550.0,32.0,9191.0,7.0,NO,17,1
457,K > 24 month,3100.0,7.0,3096.0,1032.0,10.0,25.0,22.0,NO,30,1
458,K > 24 month,500.0,1.0,495.0,165.0,2.0,626.0,0.0,NO,17,1
459,K > 24 month,200.0,1.0,186.0,62.0,1.0,1026.0,8.0,NO,5,1
460,K > 24 month,8000.0,2.0,7702.0,2567.0,15.0,1633.0,720.0,NO,61,1
461,K > 24 month,10500.0,11.0,11490.0,3830.0,12.0,55860.0,1.0,NO,50,1
462,K > 24 month,1600.0,2.0,1581.0,527.0,4.0,1563.0,1.0,NO,6,1
463,K > 24 month,500.0,1.0,508.0,169.0,4.0,224.0,0.0,NO,16,1
464,K > 24 month,500.0,1.0,492.0,164.0,2.0,1020.0,6.0,NO,3,1
465,K > 24 month,3750.0,13.0,3809.0,1270.0,15.0,3187.0,2.0,NO,17,1
466,K > 24 month,4000.0,5.0,4500.0,1500.0,14.0,3509.0,6.0,NO,22,1
467,K > 24 month,1500.0,2.0,1501.0,500.0,4.0,0.0,44.0,NO,5,1
468,K > 24 month,10100.0,42.0,10095.0,3365.0,43.0,7767.0,20.0,NO,49,1
469,K > 24 month,1800.0,9.0,2250.0,750.0,14.0,1096.0,3.0,NO,24,1
470,K > 24 month,600.0,4.0,584.0,195.0,4.0,90.0,1.0,NO,1,1
471,K > 24 month,1500.0,5.0,1686.0,562.0,6.0,0.0,46.0,NO,2,1
472,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,3.0,NO,14,1
473,K > 24 month,3350.0,10.0,3352.0,1117.0,12.0,3403.0,1.0,NO,32,1
474,K > 24 month,300.0,1.0,288.0,96.0,1.0,1024.0,10.0,NO,1,1
475,K > 24 month,2300.0,5.0,2301.0,767.0,6.0,15.0,2.0,NO,12,1
476,K > 24 month,4800.0,15.0,4800.0,1600.0,18.0,517.0,436.0,NO,31,1
477,K > 24 month,400.0,2.0,482.0,161.0,3.0,0.0,31.0,NO,35,1
478,K > 24 month,4000.0,4.0,4000.0,1333.0,4.0,25697.0,2.0,NO,2,1
479,K > 24 month,500.0,1.0,500.0,167.0,1.0,8.0,4.0,NO,3,1
480,K > 24 month,5000.0,4.0,4734.0,1578.0,3.0,1903.0,137.0,NO,55,1
481,K > 24 month,500.0,1.0,490.0,163.0,1.0,349.0,9.0,NO,10,1
482,K > 24 month,3700.0,7.0,3680.0,1227.0,11.0,8138.0,17.0,NO,56,1
483,K > 24 month,6200.0,12.0,6206.0,2069.0,20.0,9489.0,4.0,NO,51,1
484,K > 24 month,2000.0,3.0,1997.0,666.0,4.0,2322.0,35.0,NO,7,1
485,I 18-21 month,6300.0,27.0,5976.0,1992.0,30.0,11133.0,0.0,NO,50,1
486,K > 24 month,4500.0,9.0,4470.0,1490.0,10.0,9395.0,0.0,NO,38,1
487,J 21-24 month,1500.0,2.0,2500.0,833.0,5.0,593.0,1.0,NO,7,1
488,K > 24 month,700.0,2.0,700.0,233.0,2.0,157.0,31.0,NO,7,1
489,K > 24 month,600.0,2.0,582.0,194.0,2.0,2.0,13.0,NO,14,1
490,K > 24 month,3100.0,8.0,3090.0,1030.0,15.0,824.0,295.0,NO,8,1
491,K > 24 month,1550.0,5.0,2051.0,684.0,10.0,1921.0,0.0,NO,55,1
492,K > 24 month,1500.0,3.0,1494.0,498.0,6.0,1.0,22.0,NO,52,1
493,K > 24 month,800.0,3.0,801.0,267.0,8.0,2.0,1.0,NO,15,1
494,K > 24 month,2200.0,4.0,2201.0,734.0,4.0,29.0,44.0,NO,6,1
495,K > 24 month,1500.0,6.0,1492.0,497.0,10.0,1.0,1.0,NO,28,1
496,K > 24 month,1300.0,5.0,970.0,323.0,4.0,3528.0,30.0,NO,34,1
497,K > 24 month,600.0,3.0,600.0,200.0,3.0,59.0,141.0,NO,10,1
498,K > 24 month,700.0,2.0,697.0,232.0,2.0,1180.0,1.0,NO,18,1
499,K > 24 month,2300.0,6.0,2301.0,767.0,8.0,1019.0,40.0,NO,27,1
500,K > 24 month,1000.0,1.0,990.0,330.0,1.0,625.0,1.0,NO,6,1
501,K > 24 month,500.0,1.0,500.0,167.0,2.0,10.0,12.0,NO,7,1
502,K > 24 month,2200.0,5.0,2184.0,728.0,5.0,5.0,8.0,NO,13,1
503,K > 24 month,3900.0,18.0,4385.0,1462.0,21.0,2517.0,2.0,NO,22,1
504,K > 24 month,1800.0,8.0,918.0,306.0,10.0,984.0,6.0,NO,37,1
505,K > 24 month,200.0,1.0,200.0,67.0,1.0,250.0,1.0,NO,3,1
506,K > 24 month,100.0,1.0,82.0,27.0,1.0,1.0,8.0,NO,11,1
507,K > 24 month,8750.0,20.0,8749.0,2916.0,21.0,609.0,92.0,NO,48,1
508,K > 24 month,400.0,2.0,388.0,129.0,2.0,1024.0,7.0,NO,17,1
509,K > 24 month,6500.0,9.0,6654.0,2218.0,16.0,2637.0,1.0,NO,15,1
510,K > 24 month,3000.0,5.0,3430.0,1143.0,6.0,1381.0,8.0,NO,39,1
511,K > 24 month,7500.0,13.0,8999.0,3000.0,27.0,17994.0,111.0,NO,52,1
512,K > 24 month,500.0,1.0,490.0,163.0,1.0,33.0,1.0,NO,1,1
513,K > 24 month,350.0,3.0,600.0,200.0,6.0,1602.0,7.0,NO,12,1
514,K > 24 month,450.0,1.0,450.0,150.0,1.0,1.0,8.0,NO,3,1
515,K > 24 month,15300.0,25.0,15997.0,5332.0,25.0,7513.0,1.0,NO,42,1
516,K > 24 month,2800.0,9.0,2696.0,899.0,9.0,578.0,127.0,NO,7,1
517,H 15-18 month,3700.0,8.0,4199.0,1400.0,16.0,8480.0,8.0,NO,41,1
518,K > 24 month,750.0,2.0,741.0,247.0,2.0,836.0,114.0,NO,3,1
519,K > 24 month,4700.0,8.0,3453.0,1151.0,15.0,2563.0,20.0,NO,43,1
520,K > 24 month,2400.0,4.0,2391.0,797.0,6.0,648.0,75.0,NO,11,1
521,K > 24 month,4800.0,10.0,4221.0,1407.0,13.0,21.0,32.0,NO,56,1
522,K > 24 month,900.0,4.0,982.0,327.0,8.0,179.0,2.0,NO,10,1
523,K > 24 month,1750.0,7.0,2068.0,689.0,11.0,0.0,40.0,NO,33,1
524,K > 24 month,200.0,1.0,184.0,61.0,1.0,0.0,0.0,NO,5,1
525,K > 24 month,500.0,1.0,484.0,161.0,4.0,0.0,5.0,NO,8,1
526,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,2.0,NO,5,1
527,K > 24 month,2500.0,9.0,2999.0,1000.0,13.0,232.0,73.0,NO,3,1
528,K > 24 month,1000.0,2.0,990.0,330.0,6.0,3094.0,12.0,NO,17,1
529,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,0.0,NO,7,1
530,K > 24 month,1400.0,4.0,1401.0,467.0,4.0,262.0,0.0,NO,2,1
531,K > 24 month,500.0,1.0,485.0,162.0,6.0,1.0,0.0,NO,5,1
532,K > 24 month,1300.0,3.0,1801.0,600.0,4.0,59.0,0.0,NO,9,1
533,K > 24 month,6000.0,6.0,6006.0,2002.0,12.0,10530.0,62.0,NO,21,1
534,K > 24 month,4000.0,1.0,7794.0,2598.0,7.0,0.0,2.0,NO,9,1
535,K > 24 month,1600.0,4.0,1602.0,534.0,4.0,2657.0,1.0,NO,3,1
536,K > 24 month,100.0,1.0,100.0,33.0,1.0,19.0,7.0,NO,13,1
537,K > 24 month,5000.0,5.0,5000.0,1667.0,5.0,20787.0,31.0,NO,3,1
538,K > 24 month,5000.0,6.0,4952.0,1651.0,9.0,5112.0,3.0,NO,17,1
539,K > 24 month,1300.0,3.0,985.0,328.0,4.0,1347.0,9.0,NO,16,1
540,K > 24 month,6200.0,36.0,6249.0,2083.0,36.0,7106.0,6.0,NO,13,1
541,K > 24 month,750.0,2.0,601.0,200.0,3.0,1.0,0.0,NO,3,1
542,K > 24 month,1500.0,3.0,1483.0,494.0,3.0,5.0,21.0,NO,1,1
543,K > 24 month,1000.0,2.0,997.0,332.0,4.0,0.0,10.0,NO,15,1
544,K > 24 month,500.0,1.0,499.0,166.0,3.0,8.0,0.0,NO,18,1
545,K > 24 month,1000.0,1.0,1020.0,340.0,3.0,1946.0,4.0,NO,26,1
546,K > 24 month,500.0,2.0,500.0,167.0,2.0,0.0,11.0,NO,14,1
547,K > 24 month,23000.0,15.0,22738.0,7579.0,17.0,25197.0,19.0,NO,56,1
548,K > 24 month,300.0,1.0,291.0,97.0,3.0,0.0,9.0,NO,19,1
549,K > 24 month,500.0,1.0,500.0,167.0,1.0,17.0,2.0,NO,17,1
550,K > 24 month,200.0,1.0,200.0,67.0,4.0,5.0,1.0,NO,8,1
551,K > 24 month,1000.0,2.0,1490.0,497.0,4.0,1715.0,0.0,NO,10,1
552,K > 24 month,900.0,4.0,901.0,300.0,5.0,301.0,274.0,NO,14,1
553,K > 24 month,4000.0,6.0,3991.0,1330.0,10.0,6779.0,0.0,NO,55,1
554,K > 24 month,100.0,1.0,200.0,67.0,3.0,0.0,4.0,NO,8,1
555,K > 24 month,2200.0,5.0,2199.0,733.0,9.0,4814.0,6.0,NO,33,1
556,K > 24 month,1000.0,2.0,982.0,327.0,2.0,225.0,6.0,NO,3,1
557,K > 24 month,9300.0,21.0,9691.0,3230.0,40.0,12794.0,0.0,NO,62,1
558,I 18-21 month,200.0,1.0,182.0,61.0,3.0,1139.0,49.0,NO,23,1
559,K > 24 month,500.0,1.0,499.0,166.0,1.0,12.0,6.0,NO,19,1
560,K > 24 month,5450.0,17.0,5749.0,1916.0,26.0,994.0,5.0,NO,39,1
561,K > 24 month,700.0,2.0,502.0,167.0,2.0,1028.0,0.0,NO,6,1
562,K > 24 month,1900.0,4.0,1899.0,633.0,9.0,2912.0,47.0,NO,59,1
563,K > 24 month,500.0,1.0,490.0,163.0,1.0,1810.0,1.0,NO,13,1
564,K > 24 month,200.0,1.0,186.0,62.0,1.0,5.0,9.0,NO,1,1
565,F 9-12 month,4400.0,7.0,4391.0,1464.0,7.0,0.0,4.0,NO,15,1
566,K > 24 month,6500.0,4.0,6491.0,2164.0,11.0,16247.0,11.0,NO,34,1
567,K > 24 month,3600.0,11.0,3600.0,1200.0,11.0,1249.0,6.0,NO,2,1
568,K > 24 month,650.0,5.0,650.0,217.0,5.0,121.0,3.0,NO,21,1
569,K > 24 month,750.0,3.0,500.0,167.0,2.0,1.0,8.0,NO,3,1
570,K > 24 month,8150.0,19.0,8161.0,2720.0,22.0,167.0,69.0,NO,37,1
571,K > 24 month,2500.0,2.0,2063.0,688.0,3.0,1.0,90.0,NO,3,1
572,K > 24 month,500.0,1.0,250.0,83.0,2.0,1023.0,23.0,NO,10,1
573,K > 24 month,2500.0,5.0,2500.0,833.0,6.0,3331.0,3.0,NO,40,1
574,K > 24 month,4500.0,11.0,4760.0,1587.0,14.0,1896.0,264.0,NO,19,1
575,K > 24 month,400.0,3.0,400.0,133.0,3.0,282.0,2.0,NO,4,1
576,K > 24 month,3500.0,7.0,3521.0,1174.0,8.0,1092.0,1.0,NO,5,1
577,K > 24 month,3000.0,4.0,2990.0,997.0,4.0,1238.0,1.0,NO,12,1
578,K > 24 month,4900.0,7.0,5388.0,1796.0,9.0,10209.0,0.0,NO,21,1
579,K > 24 month,200.0,1.0,400.0,133.0,2.0,2.0,39.0,NO,54,1
580,K > 24 month,2500.0,5.0,2512.0,837.0,9.0,3629.0,0.0,NO,13,1
581,K > 24 month,2500.0,4.0,2833.0,944.0,5.0,748.0,10.0,NO,8,1
582,K > 24 month,500.0,3.0,691.0,230.0,4.0,2997.0,62.0,NO,26,1
583,K > 24 month,500.0,1.0,499.0,166.0,2.0,3.0,26.0,NO,3,1
584,K > 24 month,1500.0,2.0,1511.0,504.0,4.0,1862.0,0.0,NO,21,1
585,K > 24 month,700.0,1.0,695.0,232.0,3.0,732.0,0.0,NO,8,1
586,K > 24 month,700.0,4.0,698.0,233.0,4.0,0.0,4.0,NO,22,1
587,K > 24 month,8500.0,15.0,8500.0,2833.0,15.0,0.0,64.0,NO,28,1
588,K > 24 month,2700.0,5.0,2693.0,898.0,7.0,1138.0,11.0,NO,44,1
589,K > 24 month,250.0,1.0,11.0,4.0,1.0,58.0,0.0,NO,21,1
590,K > 24 month,100.0,1.0,83.0,28.0,1.0,44.0,8.0,NO,10,1
591,K > 24 month,100.0,1.0,83.0,28.0,1.0,3.0,8.0,NO,23,1
592,K > 24 month,2000.0,3.0,2000.0,667.0,3.0,0.0,0.0,NO,5,1
593,K > 24 month,5700.0,12.0,6180.0,2060.0,14.0,12906.0,22.0,NO,46,1
594,K > 24 month,1500.0,10.0,1500.0,500.0,14.0,0.0,2.0,NO,31,1
595,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,3.0,NO,4,1
596,K > 24 month,2300.0,5.0,2300.0,767.0,6.0,4400.0,1.0,NO,53,1
597,K > 24 month,2500.0,5.0,2501.0,834.0,9.0,3068.0,6.0,NO,4,1
598,K > 24 month,250.0,1.0,245.0,82.0,1.0,7.0,0.0,NO,2,1
599,K > 24 month,3650.0,28.0,3631.0,1210.0,29.0,2749.0,0.0,NO,49,1
600,K > 24 month,800.0,3.0,710.0,237.0,4.0,483.0,0.0,NO,12,1
